case,time,act1,act2,x,y,z,del_x,del_y,del_z,qx,qy,qz,qw,act1_norm,act2_norm
case7_processed.csv,1749911625.5,0.035831283244362924,0.02903016421139963,0.1734706507,-0.0688090083,1.21429572115,0.0027342371999999754,-0.1295256708,-0.0510871946,0.18494488786478164,-0.05956891705182216,-0.33632376188943586,0.9214842699484862,0.39742676414015976,0.3219913768176058
case7_processed.csv,1749911625.6,0.03650285311930562,0.03106468138506826,0.17242155828,-0.0744789133,1.21288617144,0.0016851447799999743,-0.1351955758,-0.05249674431,0.1670960087394269,-0.06301825327355703,-0.3372190418186074,0.9243327006292938,0.4048755579908371,0.3445574560563647
case7_processed.csv,1749911625.7,0.03717442299424833,0.033099198558736886,0.17137246586,-0.0801488183,1.2114766217300001,0.0006360523599999743,-0.1408654808,-0.05390629402000001,0.14919041798232624,-0.0664462013843497,-0.33799987112587826,0.9268674169603434,0.4123243518415145,0.36712353529512354
case7_processed.csv,1749911625.8,0.03784599286919103,0.035133715732405514,0.17032337343999998,-0.0858187233,1.2100670720200002,-0.0004130400600000255,-0.1465353858,-0.05531584373,0.13123419267022643,-0.06985159795407173,-0.3386659848013032,0.9290875586703441,0.41977314569219193,0.38968961453388234
case7_processed.csv,1749911625.9,0.03851756274413373,0.037168232906074135,0.16927428102,-0.09148862829999999,1.20865752231,-0.0014621324800000255,-0.15220529079999998,-0.05672539344000001,0.11323342706501416,-0.073233287206486,-0.3392171567689051,0.9309923722532127,0.42722193954286924,0.41225569377264115
case7_processed.csv,1749911626.0,0.03918913261907644,0.03920275007974276,0.1682251886,-0.09715853329999999,1.2072479726,-0.0025112249000000253,-0.15787519579999998,-0.05813494315000001,0.09519423054535046,-0.0765901214115121,-0.3396531999634039,0.93258121122381,0.43467073339354667,0.4348217730114
case7_processed.csv,1749911626.1,0.037247262727647105,0.04105134947362596,0.16430796837,-0.09754452879999999,1.20653163205,-0.006428445130000024,-0.1582611913,-0.058851283700000014,0.08962258763674048,-0.0670764333128646,-0.3407030241408386,0.9334827225078175,0.4131322620508164,0.4553257239944573
case7_processed.csv,1749911626.2,0.035305392836217774,0.042899948867509155,0.16039074814,-0.0979305243,1.2058152915000002,-0.010345665360000023,-0.1586471868,-0.05956762425000002,0.08403987917786025,-0.05755446339972878,-0.34171078228848906,0.9342689782489456,0.39159379070808614,0.4758296749775146
case7_processed.csv,1749911626.3,0.03336352294478844,0.04474854826139235,0.15647352791,-0.09831651979999999,1.20509895095,-0.014262885590000024,-0.1590331823,-0.06028396480000003,0.07844679445634055,-0.0480253873337266,-0.3426763499801508,0.9349398813695197,0.3700553193653558,0.49633362596057184
case7_processed.csv,1749911626.4,0.03142165305335911,0.04659714765527555,0.15255630768,-0.09870251529999999,1.2043826104,-0.01818010582000002,-0.15941917779999998,-0.061000305350000034,0.07284402404095186,-0.03849038165386475,-0.3435996079988035,0.9354953490342588,0.34851684802262556,0.5168375769436292
case7_processed.csv,1749911626.5,0.029479783161929778,0.048445747049158744,0.14863908744999998,-0.0990885108,1.20366626985,-0.02209732605000002,-0.1598051733,-0.06171664590000003,0.06723225969634103,-0.028950623631269403,-0.34448044235133135,0.9359353126605041,0.32697837667989527,0.5373415279266864
case7_processed.csv,1749911626.6,0.027537913270500446,0.05029434644304194,0.14472186722,-0.09947450629999999,1.2029499293,-0.026014546280000023,-0.1601911688,-0.06243298645000005,0.061612194297620146,-0.019407291123830512,-0.34531874428259723,0.9362597179266859,0.3054399053371649,0.5578454789097438
case7_processed.csv,1749911626.7,0.025596043379071114,0.052142945836925136,0.14080464699,-0.0998605018,1.20223358875,-0.02993176651000002,-0.1605771643,-0.06314932700000005,0.05598452174481863,-0.009861562430773659,-0.34611441028887063,0.9364685247790314,0.2839014339944347,0.578349429892801
