x,y,z,qx,qy,qz,qw,act1,act2
0.171682328,-0.121895894,1.201881647,-0.022126108,-0.130098045,-0.336050183,0.932552993,0.009585436264730074,-0.010168518500146217
0.042607874,-0.271779448,1.265383005,-0.478459656,-0.001105135,-0.291760355,0.828221619,0.010672825570195665,-0.07130734406873929
0.150768772,-0.182134718,1.215128899,-0.26403296,-0.087894715,-0.329993188,0.902034104,-0.0005512129148134148,-0.03200016190108307
0.17133148,-0.159012392,1.204066992,-0.033590186,-0.160034195,-0.33812952,0.926784396,0.03279567385229093,-0.015969605141276155
0.202828422,-0.118084282,1.206362605,0.037214071,-0.192739263,-0.335469842,0.921372175,0.035220687131337025,-0.002275947858568883
0.202557296,-0.092708841,1.205844641,0.070551485,-0.175617173,-0.332548708,0.923900664,0.02568414161701016,0.0010077235210684266
0.083733276,-0.090584658,1.194818139,-0.006981206,0.081363,-0.34053418,0.936679125,0.011145697966021495,-0.020318364793928012
0.086367138,-0.10753797,1.196798563,-0.027144516,0.109191932,-0.341394901,0.933161199,0.0038589896067113827,-0.012985355328986925
0.17519033,0.073280789,1.271747828,0.512374878,0.07582508,-0.306367278,0.798662424,0.0,0.0
0.164736956,0.046712019,1.257446408,0.477603346,0.073661581,-0.31877625,0.815383792,0.01320438921354894,-0.014903773947969545
0.179987654,-0.011519027,1.230051756,0.360041648,-0.019355588,-0.31556046,0.877733946,0.04171620886561189,-0.01215125439393644
0.193511173,-0.097776964,1.213574409,0.114489414,-0.132220909,-0.338059515,0.924730003,0.06338116843687713,-0.002942487812417127
0.196011737,-0.101090632,1.215109825,0.110935971,-0.160859525,-0.333479583,0.922284603,0.062048759952784804,-0.003331249866425634
0.121687144,-0.01966022,1.212570548,0.232261956,0.085213222,-0.344480395,0.905608296,0.034414716365996245,-0.012333971935032162
0.12112584,-0.048979241,1.205974817,0.177232772,0.079161324,-0.348214328,0.917098045,0.03203811008202212,-0.012353918364114702
0.106741019,-0.101777434,1.195921421,0.016039263,0.099070176,-0.348745823,0.93182838,0.042003012828893516,-7.061597388180463e-05
0.089219384,-0.092538491,1.197363615,0.018272586,0.110453308,-0.349285066,0.930304348,0.04209958275896242,-0.0032313898792007967
0.14774169,-0.019728046,1.211500764,0.236015514,0.068037458,-0.337400019,0.908751249,0.021121866514668797,-0.005797933426349933
0.158623651,0.063698366,1.265207767,0.489002258,0.101655722,-0.317854404,0.805922747,-0.0066851558794228105,-0.01385331676250029
0.157042965,0.061953269,1.264458776,0.503747761,0.098319605,-0.313882023,0.798780024,-0.0015586824100622954,-0.015748319470622107
0.144064486,-0.027766958,1.216018558,0.279779464,0.056281809,-0.339186341,0.896386325,0.012365431614679845,-0.01465397238667121
0.101958536,-0.049447645,1.203647256,0.129543856,0.120982744,-0.347988456,0.920589864,0.036577129908214046,-0.009517207497897529
0.114610307,-0.05980343,1.20623827,0.175101593,0.078569271,-0.348747224,0.917355835,0.03339849989043059,-0.013560876262236565
0.198419869,-0.108245336,1.210277796,0.107107431,-0.085613221,-0.335399836,0.932043612,0.06112996790650965,1.7022359934504294e-05
0.172538549,-0.094046585,1.210341811,0.095625825,-0.122805223,-0.333057374,0.929971695,0.07010923785637263,-0.0032013158075371306
0.222234845,-0.122440763,1.224529624,0.070767842,-0.230370015,-0.325065553,0.914469182,0.08608914400787204,0.009835962085281869
0.203018337,-0.049782656,1.222458482,0.2294112,-0.138474777,-0.330272228,0.90504998,0.05886369051276724,-0.0026889422199147806
